"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"SITE_PANCREAS",0.129881128668785,0.160213798284531,0.0789515525102615,0.0726374313235283,0.0633955001831055,0.252271205186844,0.0278445854783058,0.00696293171495199,0.00648467522114515,0.182745784521103,-0.134556621313095,-0.120157659053802,-0.0379400849342346,-0.0868777185678482,0.247468531131744,-0.255485385656357,-0.0610194206237793,0.162141978740692,0.294453859329224,-0.229517608880997
"SITE_STOMACH",-0.00917699839919806,0,-0.00847878772765398,0.0621283277869225,0.122035309672356,0.117266252636909,0.108405083417892,-0.00156858866102993,0.0599366575479507,0.00511696003377438,-0.28498038649559,0.0647368431091309,-0.149117469787598,0.263038277626038,-0.0718622505664825,0.193020284175873,0.00700145959854126,-0.0650958567857742,0.10934966802597,-0.0657826513051987
"MISC",-0.0128846345469356,-0.0347672440111637,-0.0140606462955475,0.00987347029149532,0.00381321320310235,0.0681243687868118,0.0540269985795021,0.0558812730014324,0.0306759495288134,0.0293543338775635,-0.121103450655937,-0.297301560640335,0.187654554843903,-0.188909113407135,-0.204363510012627,0.0442848801612854,-0.260282039642334,0.100966066122055,-0.0304715633392334,0.146061599254608
"STAGE_1",0.0105358697474003,0.00411737384274602,0.00137349939905107,-0.00422122934833169,-0.0126292034983635,0.00404420308768749,-0.0468655861914158,0.00189745728857815,0.00297468993812799,-0.00171184493228793,0.0994912385940552,-0.226984426379204,-0.135153770446777,0.087668389081955,-0.166029050946236,0.232556283473969,-0.155976310372353,-0.267724752426147,0.0669867396354675,0.201241374015808
"STAGE_2",-0.00360955949872732,-0.00530767999589443,-0.00612627435475588,-0.013761225156486,-0.013928996399045,-0.00850983057171106,-0.0117776729166508,-0.0404228568077087,-0.0399275161325932,-0.0377026125788689,0.220815002918243,-0.251188486814499,-0.256032794713974,-0.102548480033875,0.0413302183151245,-0.269956082105637,0.148841142654419,0.154750734567642,-0.115318790078163,-0.140605449676514
"STAGE_3",0,-0.00680424645543098,-0.0118428850546479,0.00117880513425916,0,-0.0141344927251339,0.00171037612017244,-0.00483770575374365,-0.00412321090698242,-0.0071590174920857,0.0120807290077209,0.283596098423004,0.107510894536972,-0.225495234131813,0.27844113111496,-0.183974087238312,-0.0160242915153503,-0.22486113011837,0.0963253974914551,-0.225661218166351
"STAGE_4",0.0967146009206772,0.12976947426796,0.135042428970337,0.13035449385643,0.123166307806969,0.111963488161564,0.028093907982111,0.0306494291871786,0.00922140013426542,0.0115470243617892,0.0280723869800568,-0.15697754919529,0.234461724758148,0.270878732204437,-0.233908399939537,-0.27103653550148,-0.0731354951858521,-0.251608282327652,-0.0648280829191208,0.0893048048019409
"STAGE_NUMERICAL",0.0966226682066917,0.327548861503601,0.38203039765358,0.393092483282089,0.398253470659256,0.20684714615345,0.205334842205048,0.201446667313576,0.161741256713867,0.170409336686134,0.277530550956726,0.134111702442169,0.207603633403778,-0.0591219961643219,0.0278812944889069,-0.0307375490665436,-0.0269503891468048,-0.185200527310371,-0.109125748276711,-0.20364049077034
"AGE",0.0484122484922409,0.0574560537934303,0.161155074834824,0.0192820094525814,0,0.00322047155350447,0.00291659543290734,0.0103204771876335,0.00819060392677784,0.0107155293226242,-0.0491491854190826,0.0404412746429443,-0.0168736279010773,-0.0271647572517395,0.0175124704837799,0.270128667354584,0.172182410955429,-0.164634615182877,0.240283310413361,0.050417959690094
"GRANULOCYTES",0.410836547613144,0.391816258430481,0.367080122232437,0.373057037591934,0.369833379983902,-0.00787836778908968,0,0.0244553331285715,0.00206109555438161,0.00184930814430118,-0.12288960814476,0.229151725769043,-0.0531249791383743,-0.218650698661804,-0.226038128137589,0.231566786766052,0.157474189996719,0.106065005064011,0.0778302848339081,0.13866201043129
"LDH_SERUM",0.314501166343689,0.344127625226974,0.188085317611694,0.182784110307693,0.172165676951408,0.297400921583176,0.322312772274017,0.33066326379776,0.246110305190086,0,-0.0503396987915039,0.193701237440109,0.0293146371841431,0.0368321239948273,-0.23989549279213,0.0517022907733917,0.192462235689163,-0.0385215580463409,-0.0949164927005768,-0.073442667722702
"LYMPHOCYTES",-0.102175369858742,-0.00945999938994646,-0.00925588514655828,-0.0034270950127393,-0.0289978440850973,-0.0335347838699818,-0.024701964110136,-0.0446960590779781,-0.142608314752579,-0.184187293052673,-0.231537893414497,-0.132559701800346,-0.22438970208168,-0.025700569152832,0.0909458696842194,0.114742130041122,-0.0804149508476257,0.237141788005829,-0.247763112187386,-0.224695861339569
"PLATELET",-0.109652459621429,-0.0721069127321243,0.0109255444258451,0.0112525913864374,0.00380982784554362,0.00882230326533318,-0.00497173052281141,0.0131643228232861,0.00733277248218656,0.0990403816103935,-0.300164133310318,-0.0597850680351257,-0.0508744418621063,-0.220627769827843,0.117849677801132,-0.0861934274435043,0.239326894283295,-0.23572963476181,-0.292600572109222,0.0661019086837769
"WBC_COUNT",0.0176033042371273,0.0204110890626907,0.00330881192348897,0.00821764767169952,0.00336410570889711,0.00761240115389228,0.007236089091748,0.0110183861106634,0,0,-0.127382829785347,0.0662865042686462,-0.210124015808105,-0.149415075778961,-0.1546700745821,0.158678233623505,-0.223769828677177,0.233308434486389,-0.212832391262054,0.269226431846619
"CALCIUM_SERUM",0.0619129091501236,0.129970997571945,0.0664694681763649,0.0693054124712944,0.00166402221657336,-0.0261486321687698,-0.0286551434546709,0,-0.0483558773994446,-0.0410690046846867,0.21196585893631,0.0787895321846008,-0.046320915222168,-0.23958495259285,0.027411162853241,0.0240743160247803,-0.083019882440567,0.0954490303993225,0.14402174949646,0.0608914494514465
"HGB",-0.00669616227969527,-0.0234828181564808,-0.0536141395568848,-0.029887929558754,-0.0756424367427826,-0.0787229835987091,-0.08835618942976,-0.0953664779663086,-0.102125771343708,-0.105297863483429,-0.267166912555695,0.140060067176819,-0.173089116811752,0.0107619762420654,-0.267938822507858,0.113815367221832,0.110058486461639,-0.176838040351868,-0.0893010646104813,0.18818387389183
"ALBUMIN",-0.472944259643555,-0.365107625722885,-0.370332598686218,-0.28198054432869,-0.244826689362526,-0.12818269431591,-0.116698004305363,-0.120748125016689,-0.00185472506564111,-0.00768040539696813,-0.215152218937874,-0.246203050017357,0.123798966407776,0.195506304502487,0.28392505645752,0.203407645225525,0.0929986536502838,0.0998397469520569,0.17610839009285,-0.154696956276894
